[0]	validate-mlogloss:1.33143	train-mlogloss:1.33189
[450]	validate-mlogloss:0.01765	train-mlogloss:0.01782
[451]	validate-mlogloss:0.01767	train-mlogloss:0.01782
[452]	validate-mlogloss:0.01766	train-mlogloss:0.01782
[453]	validate-mlogloss:0.01766	train-mlogloss:0.01782
[454]	validate-mlogloss:0.01769	train-mlogloss:0.01782
[455]	validate-mlogloss:0.01769	train-mlogloss:0.01782
[456]	validate-mlogloss:0.01771	train-mlogloss:0.01782
[457]	validate-mlogloss:0.01773	train-mlogloss:0.01782
[458]	validate-mlogloss:0.01772	train-mlogloss:0.01782
[459]	validate-mlogloss:0.01775	train-mlogloss:0.01782
[460]	validate-mlogloss:0.01775	train-mlogloss:0.01782
[461]	validate-mlogloss:0.01775	train-mlogloss:0.01782
[462]	validate-mlogloss:0.01772	train-mlogloss:0.01782
[463]	validate-mlogloss:0.01771	train-mlogloss:0.01782
[464]	validate-mlogloss:0.01773	train-mlogloss:0.01782
[465]	validate-mlogloss:0.01772	train-mlogloss:0.01782
[466]	validate-mlogloss:0.01772	train-mlogloss:0.01782
[467]	validate-mlogloss:0.01772	train-mlogloss:0.01782
[468]	validate-mlogloss:0.01772	train-mlogloss:0.01782
[469]	validate-mlogloss:0.01764	train-mlogloss:0.01776
[470]	validate-mlogloss:0.01766	train-mlogloss:0.01776
[471]	validate-mlogloss:0.01767	train-mlogloss:0.01772
[472]	validate-mlogloss:0.01766	train-mlogloss:0.01772
[473]	validate-mlogloss:0.01765	train-mlogloss:0.01772
[474]	validate-mlogloss:0.01768	train-mlogloss:0.01772
[475]	validate-mlogloss:0.01770	train-mlogloss:0.01772
[476]	validate-mlogloss:0.01770	train-mlogloss:0.01772
[477]	validate-mlogloss:0.01768	train-mlogloss:0.01772
[478]	validate-mlogloss:0.01765	train-mlogloss:0.01772
[479]	validate-mlogloss:0.01768	train-mlogloss:0.01772
[480]	validate-mlogloss:0.01766	train-mlogloss:0.01772
[481]	validate-mlogloss:0.01766	train-mlogloss:0.01772
[482]	validate-mlogloss:0.01765	train-mlogloss:0.01772
[483]	validate-mlogloss:0.01766	train-mlogloss:0.01772
[484]	validate-mlogloss:0.01765	train-mlogloss:0.01772
[485]	validate-mlogloss:0.01764	train-mlogloss:0.01772
[486]	validate-mlogloss:0.01766	train-mlogloss:0.01772
[487]	validate-mlogloss:0.01764	train-mlogloss:0.01772
[488]	validate-mlogloss:0.01760	train-mlogloss:0.01772
[489]	validate-mlogloss:0.01757	train-mlogloss:0.01772
[490]	validate-mlogloss:0.01756	train-mlogloss:0.01772
[491]	validate-mlogloss:0.01758	train-mlogloss:0.01772
[492]	validate-mlogloss:0.01758	train-mlogloss:0.01772
[493]	validate-mlogloss:0.01758	train-mlogloss:0.01772
[494]	validate-mlogloss:0.01754	train-mlogloss:0.01767
[495]	validate-mlogloss:0.01754	train-mlogloss:0.01767
[496]	validate-mlogloss:0.01751	train-mlogloss:0.01767
[497]	validate-mlogloss:0.01751	train-mlogloss:0.01767
[498]	validate-mlogloss:0.01752	train-mlogloss:0.01767
[499]	validate-mlogloss:0.01753	train-mlogloss:0.01767
