[0]	validate-mlogloss:1.33153	train-mlogloss:1.33194
[450]	validate-mlogloss:0.01838	train-mlogloss:0.02000
[451]	validate-mlogloss:0.01841	train-mlogloss:0.01996
[452]	validate-mlogloss:0.01839	train-mlogloss:0.01996
[453]	validate-mlogloss:0.01841	train-mlogloss:0.01993
[454]	validate-mlogloss:0.01840	train-mlogloss:0.01988
[455]	validate-mlogloss:0.01838	train-mlogloss:0.01988
[456]	validate-mlogloss:0.01839	train-mlogloss:0.01988
[457]	validate-mlogloss:0.01839	train-mlogloss:0.01988
[458]	validate-mlogloss:0.01839	train-mlogloss:0.01988
[459]	validate-mlogloss:0.01843	train-mlogloss:0.01984
[460]	validate-mlogloss:0.01841	train-mlogloss:0.01981
[461]	validate-mlogloss:0.01836	train-mlogloss:0.01978
[462]	validate-mlogloss:0.01836	train-mlogloss:0.01978
[463]	validate-mlogloss:0.01837	train-mlogloss:0.01978
[464]	validate-mlogloss:0.01837	train-mlogloss:0.01978
[465]	validate-mlogloss:0.01835	train-mlogloss:0.01974
[466]	validate-mlogloss:0.01835	train-mlogloss:0.01973
[467]	validate-mlogloss:0.01835	train-mlogloss:0.01974
[468]	validate-mlogloss:0.01836	train-mlogloss:0.01974
[469]	validate-mlogloss:0.01838	train-mlogloss:0.01970
[470]	validate-mlogloss:0.01839	train-mlogloss:0.01970
[471]	validate-mlogloss:0.01842	train-mlogloss:0.01967
[472]	validate-mlogloss:0.01840	train-mlogloss:0.01964
[473]	validate-mlogloss:0.01841	train-mlogloss:0.01964
[474]	validate-mlogloss:0.01840	train-mlogloss:0.01964
[475]	validate-mlogloss:0.01839	train-mlogloss:0.01964
[476]	validate-mlogloss:0.01836	train-mlogloss:0.01959
[477]	validate-mlogloss:0.01835	train-mlogloss:0.01959
[478]	validate-mlogloss:0.01835	train-mlogloss:0.01959
[479]	validate-mlogloss:0.01835	train-mlogloss:0.01959
[480]	validate-mlogloss:0.01836	train-mlogloss:0.01959
[481]	validate-mlogloss:0.01835	train-mlogloss:0.01959
[482]	validate-mlogloss:0.01836	train-mlogloss:0.01959
[483]	validate-mlogloss:0.01837	train-mlogloss:0.01959
[484]	validate-mlogloss:0.01837	train-mlogloss:0.01959
[485]	validate-mlogloss:0.01837	train-mlogloss:0.01959
[486]	validate-mlogloss:0.01839	train-mlogloss:0.01959
[487]	validate-mlogloss:0.01838	train-mlogloss:0.01959
[488]	validate-mlogloss:0.01837	train-mlogloss:0.01959
[489]	validate-mlogloss:0.01837	train-mlogloss:0.01955
[490]	validate-mlogloss:0.01837	train-mlogloss:0.01955
[491]	validate-mlogloss:0.01836	train-mlogloss:0.01955
[492]	validate-mlogloss:0.01835	train-mlogloss:0.01955
[493]	validate-mlogloss:0.01835	train-mlogloss:0.01955
[494]	validate-mlogloss:0.01835	train-mlogloss:0.01955
[495]	validate-mlogloss:0.01836	train-mlogloss:0.01953
[496]	validate-mlogloss:0.01837	train-mlogloss:0.01952
[497]	validate-mlogloss:0.01837	train-mlogloss:0.01953
[498]	validate-mlogloss:0.01837	train-mlogloss:0.01953
[499]	validate-mlogloss:0.01836	train-mlogloss:0.01953
