[0]	validate-mlogloss:1.33441	train-mlogloss:1.33056
[450]	validate-mlogloss:0.10453	train-mlogloss:0.01125
[451]	validate-mlogloss:0.10466	train-mlogloss:0.01122
[452]	validate-mlogloss:0.10461	train-mlogloss:0.01122
[453]	validate-mlogloss:0.10476	train-mlogloss:0.01117
[454]	validate-mlogloss:0.10475	train-mlogloss:0.01117
[455]	validate-mlogloss:0.10477	train-mlogloss:0.01117
[456]	validate-mlogloss:0.10479	train-mlogloss:0.01117
[457]	validate-mlogloss:0.10483	train-mlogloss:0.01117
[458]	validate-mlogloss:0.10479	train-mlogloss:0.01117
[459]	validate-mlogloss:0.10473	train-mlogloss:0.01117
[460]	validate-mlogloss:0.10470	train-mlogloss:0.01117
[461]	validate-mlogloss:0.10474	train-mlogloss:0.01117
[462]	validate-mlogloss:0.10487	train-mlogloss:0.01117
[463]	validate-mlogloss:0.10486	train-mlogloss:0.01117
[464]	validate-mlogloss:0.10496	train-mlogloss:0.01117
[465]	validate-mlogloss:0.10507	train-mlogloss:0.01117
[466]	validate-mlogloss:0.10502	train-mlogloss:0.01117
[467]	validate-mlogloss:0.10496	train-mlogloss:0.01117
[468]	validate-mlogloss:0.10488	train-mlogloss:0.01117
[469]	validate-mlogloss:0.10490	train-mlogloss:0.01117
[470]	validate-mlogloss:0.10494	train-mlogloss:0.01117
[471]	validate-mlogloss:0.10512	train-mlogloss:0.01118
[472]	validate-mlogloss:0.10506	train-mlogloss:0.01118
[473]	validate-mlogloss:0.10508	train-mlogloss:0.01117
[474]	validate-mlogloss:0.10510	train-mlogloss:0.01117
[475]	validate-mlogloss:0.10513	train-mlogloss:0.01118
[476]	validate-mlogloss:0.10519	train-mlogloss:0.01118
[477]	validate-mlogloss:0.10528	train-mlogloss:0.01118
[478]	validate-mlogloss:0.10524	train-mlogloss:0.01118
[479]	validate-mlogloss:0.10527	train-mlogloss:0.01118
[480]	validate-mlogloss:0.10517	train-mlogloss:0.01117
[481]	validate-mlogloss:0.10510	train-mlogloss:0.01117
[482]	validate-mlogloss:0.10519	train-mlogloss:0.01117
[483]	validate-mlogloss:0.10519	train-mlogloss:0.01117
[484]	validate-mlogloss:0.10517	train-mlogloss:0.01117
[485]	validate-mlogloss:0.10514	train-mlogloss:0.01117
[486]	validate-mlogloss:0.10512	train-mlogloss:0.01115
[487]	validate-mlogloss:0.10508	train-mlogloss:0.01114
[488]	validate-mlogloss:0.10504	train-mlogloss:0.01114
[489]	validate-mlogloss:0.10506	train-mlogloss:0.01114
[490]	validate-mlogloss:0.10508	train-mlogloss:0.01114
[491]	validate-mlogloss:0.10514	train-mlogloss:0.01114
[492]	validate-mlogloss:0.10511	train-mlogloss:0.01114
[493]	validate-mlogloss:0.10519	train-mlogloss:0.01111
[494]	validate-mlogloss:0.10496	train-mlogloss:0.01108
[495]	validate-mlogloss:0.10493	train-mlogloss:0.01108
[496]	validate-mlogloss:0.10499	train-mlogloss:0.01108
[497]	validate-mlogloss:0.10503	train-mlogloss:0.01108
[498]	validate-mlogloss:0.10508	train-mlogloss:0.01108
[499]	validate-mlogloss:0.10509	train-mlogloss:0.01108
