[0]	validate-mlogloss:1.33438	train-mlogloss:1.33159
[450]	validate-mlogloss:0.04835	train-mlogloss:0.00848
[451]	validate-mlogloss:0.04831	train-mlogloss:0.00846
[452]	validate-mlogloss:0.04830	train-mlogloss:0.00846
[453]	validate-mlogloss:0.04825	train-mlogloss:0.00846
[454]	validate-mlogloss:0.04821	train-mlogloss:0.00846
[455]	validate-mlogloss:0.04817	train-mlogloss:0.00846
[456]	validate-mlogloss:0.04819	train-mlogloss:0.00845
[457]	validate-mlogloss:0.04816	train-mlogloss:0.00845
[458]	validate-mlogloss:0.04813	train-mlogloss:0.00845
[459]	validate-mlogloss:0.04815	train-mlogloss:0.00845
[460]	validate-mlogloss:0.04810	train-mlogloss:0.00845
[461]	validate-mlogloss:0.04814	train-mlogloss:0.00844
[462]	validate-mlogloss:0.04815	train-mlogloss:0.00844
[463]	validate-mlogloss:0.04816	train-mlogloss:0.00843
[464]	validate-mlogloss:0.04813	train-mlogloss:0.00843
[465]	validate-mlogloss:0.04811	train-mlogloss:0.00843
[466]	validate-mlogloss:0.04807	train-mlogloss:0.00841
[467]	validate-mlogloss:0.04795	train-mlogloss:0.00841
[468]	validate-mlogloss:0.04799	train-mlogloss:0.00841
[469]	validate-mlogloss:0.04787	train-mlogloss:0.00839
[470]	validate-mlogloss:0.04778	train-mlogloss:0.00838
[471]	validate-mlogloss:0.04780	train-mlogloss:0.00838
[472]	validate-mlogloss:0.04781	train-mlogloss:0.00837
[473]	validate-mlogloss:0.04784	train-mlogloss:0.00837
[474]	validate-mlogloss:0.04788	train-mlogloss:0.00837
[475]	validate-mlogloss:0.04791	train-mlogloss:0.00837
[476]	validate-mlogloss:0.04789	train-mlogloss:0.00837
[477]	validate-mlogloss:0.04793	train-mlogloss:0.00837
[478]	validate-mlogloss:0.04797	train-mlogloss:0.00836
[479]	validate-mlogloss:0.04794	train-mlogloss:0.00836
[480]	validate-mlogloss:0.04797	train-mlogloss:0.00835
[481]	validate-mlogloss:0.04793	train-mlogloss:0.00835
[482]	validate-mlogloss:0.04797	train-mlogloss:0.00835
[483]	validate-mlogloss:0.04803	train-mlogloss:0.00835
[484]	validate-mlogloss:0.04803	train-mlogloss:0.00835
[485]	validate-mlogloss:0.04803	train-mlogloss:0.00835
[486]	validate-mlogloss:0.04796	train-mlogloss:0.00834
[487]	validate-mlogloss:0.04791	train-mlogloss:0.00834
[488]	validate-mlogloss:0.04787	train-mlogloss:0.00834
[489]	validate-mlogloss:0.04788	train-mlogloss:0.00834
[490]	validate-mlogloss:0.04791	train-mlogloss:0.00834
[491]	validate-mlogloss:0.04794	train-mlogloss:0.00834
[492]	validate-mlogloss:0.04798	train-mlogloss:0.00834
[493]	validate-mlogloss:0.04794	train-mlogloss:0.00834
[494]	validate-mlogloss:0.04791	train-mlogloss:0.00834
[495]	validate-mlogloss:0.04791	train-mlogloss:0.00834
[496]	validate-mlogloss:0.04793	train-mlogloss:0.00834
[497]	validate-mlogloss:0.04796	train-mlogloss:0.00833
[498]	validate-mlogloss:0.04797	train-mlogloss:0.00833
[499]	validate-mlogloss:0.04801	train-mlogloss:0.00832
